Trade Date,Position,Exit_Date,ret%,duration,dd_overall%,dd_trade%,dd_cumulative%
1974-01-14,1.0,1974-02-11,-1.5061945692470102,21.0,-1.2739232508817921,-4.953664727496857,-16.694993218045653
1974-02-12,-1.0,1974-02-28,-2.4734024884880856,12.0,-1.5105447610237854,-2.329226214133252,-18.20553797906944
1974-03-01,0.0,1974-03-01,0.0,1.0,0.0,0.0,-18.20553797906944
1974-03-04,-1.0,1974-03-05,0.0,2.0,0.0,0.0,-18.20553797906944
1974-03-06,0.0,1974-03-06,0.0,1.0,0.0,0.0,-18.20553797906944
1974-03-07,1.0,1974-03-29,-4.184475566168255,17.0,0.0,-4.279966276567673,-18.20553797906944
1974-04-01,-1.0,1974-05-22,11.533721608872005,37.0,-0.6519741372643328,-1.9648717012751022,-5.013758521877172
1974-05-23,1.0,1974-07-02,-7.958602522556147,28.0,-11.644681092580685,-11.926252023516726,-11.644681092580685
1974-07-03,-1.0,1974-08-20,10.116620591753712,34.0,-1.323950712898385,-6.306389076756458,-12.96863180547907
1974-08-21,1.0,1974-09-06,-5.4825769618429,12.0,-7.914240723305483,-9.157456480133245,-10.620349429388487
1974-09-09,0.0,1974-09-09,-2.1512986545448642,1.0,-1.9783273332764555,0.0,-10.018648508720238
1974-09-10,-1.0,1974-09-16,2.8151992147756433,5.0,-0.017387916129728287,-0.9348815333026841,-10.036036424849966
1974-09-17,1.0,1974-09-19,2.2636411276644397,3.0,-0.743299137027631,0.0,-8.228793345120842
1974-09-20,-1.0,1974-10-02,7.593152203628439,9.0,0.5577173361458777,-0.28944794223040604,-4.833580469786234
1974-10-03,1.0,1974-10-09,6.069355625901762,5.0,-0.47251572234642614,-0.7621441925469522,-0.7640470851031611
1974-10-10,-1.0,1974-10-10,2.6222879465576776,1.0,0.0,0.0,0.0
1974-10-11,1.0,1974-12-03,-1.9514288252972856,37.0,-9.110372425580088,-9.392076808731694,-9.110372425580088
1974-12-04,-1.0,1974-12-10,2.475006054421014,5.0,-0.1672148806420956,-1.3513841410825171,-9.277587306222184
1974-12-11,1.0,1975-07-24,40.331019088756,156.0,-2.9539846050833236,-4.3750836293211615,-9.814833245355805
1975-07-25,-1.0,1975-08-22,7.757735568305035,21.0,-0.6469735783720287,-1.013035750462789,-5.001950581224934
1975-08-25,1.0,1975-08-26,-1.2738537865406796,2.0,-1.2610159671018675,-0.8219674331435185,-2.2688097637265323
